"Education","Marital_Status","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","Income_Clean","Age"
"Master","Married",2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,"AUS",56962,59
"Master","Married",2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,"SA",56962,59
"Graduation","Widow",0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,"SP",70165,75
"Graduation","Married",0,0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,"US",65308,51
"Master","Together",1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,"SP",29298,73
"PhD","Married",0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,"SP",63246,57
"Graduation","Together",1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,"GER",33402,72
"Graduation","Single",0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,1,0,"SP",96843,34
"PhD","Married",0,0,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,1,0,"GER",82333,38
"Graduation","Widow",0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,1,0,"SP",72643,75
"PhD","Together",1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,"SP",32313,42
"Master","Single",0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,"IND",55284,68
"Graduation","Divorced",1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,"SA",15287,45
"Graduation","Divorced",1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,"SP",15287,45
"PhD","Married",0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,"SA",51563,37
"Master","Married",1,0,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,1,0,"AUS",81929,48
"PhD","Together",1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,"AUS",53593,71
"Master","Married",0,1,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,0,"SA",60432,51
"Master","Married",1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,"SP",66726,67
"Graduation","Single",0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,"IND",62450,65
"2n Cycle","Single",1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,"IND",49514,49
"PhD","Married",1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,"GER",43269,52
"PhD","Married",2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,"CA",33762,65
"Graduation","Together",0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,"SP",60894,58
"Graduation","Together",0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,"SP",87771,65
"Graduation","Together",0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,"CA",87771,65
"Graduation","Married",0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,"SP",50737,69
"Graduation","Divorced",2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,"SP",26150,68
"Graduation","Married",0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,"SP",57304,73
"Graduation","Married",0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,"SP",71107,73
"Master","Together",1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,"CA",53253,49
"Graduation","Married",0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,"SA",81320,66
"2n Cycle","Married",0,0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,"AUS",87000,32
"Graduation","Married",0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,"IND",40049,50
"Graduation","Married",0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,"SP",63684,54
"Graduation","Married",0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,"SP",69016,54
"Graduation","Married",0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,"SP",7500,45
"Graduation","Married",0,1,61,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,1,0,"CA",73803,67
"2n Cycle","Married",1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,"SP",46094,51
"PhD","Married",0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,"SP",85844,51
"Master","Married",1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,"SP",38452,69
"Master","Married",1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,"SP",38452,69
"Graduation","Married",0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,"AUS",80395,69
"Graduation","Together",0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,1,0,"CA",87679,36
"Master","Divorced",0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,"SA",35416,75
"PhD","Together",0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,"SP",44124,78
"PhD","Single",1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,"SA",50729,66
"Graduation","Together",0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,0,"SA",94384,71
"Graduation","Together",0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,0,"SP",94384,71
"Graduation","Single",1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,"AUS",34412,34
"Graduation","Married",1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,"SP",31158,39
"Graduation","Married",1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,"CA",34838,73
"Graduation","Married",0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,"SP",56775,45
"PhD","Widow",0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,1,0,"SP",54356,75
"PhD","Married",0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,"SP",72159,46
"Graduation","Single",0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,"SP",8028,33
"Master","Together",0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,"SA",55951,72
"PhD","Together",0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,"SP",67911,75
"PhD","Together",0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,"GER",67911,75
"PhD","Together",1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,"SP",20427,51
"PhD","Single",0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,"IND",32303,54
"PhD","Married",0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,"AUS",55954,56
"PhD","Together",0,1,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,"SP",49187,48
"Master","Together",1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,"CA",49854,52
"Graduation","Divorced",0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,"SA",63693,46
"Graduation","Divorced",0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,"SA",63693,46
"Master","Married",2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,"CA",19510,39
"Graduation","Divorced",0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,"IND",52332,65
"Graduation","Together",0,1,63,293,8,124,11,4,106,2,6,6,3,6,1,0,0,0,0,0,0,"IND",55593,51
"Graduation","Together",0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,"AUS",54591,75
"2n Cycle","Widow",0,0,63,570,73,614,133,102,73,1,6,5,11,3,0,0,0,1,0,0,0,"CA",74859,75
"Graduation","Divorced",1,1,63,23,1,7,0,4,24,1,1,1,2,7,0,0,0,0,0,0,0,"CA",40851,53
"PhD","Married",0,1,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,"US",58607,75
"Basic","Single",1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,"SP",7500,32
"PhD","Single",0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,"SP",52614,49
"PhD","Single",0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,"ME",52614,49
"Graduation","Married",0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,"SP",67445,50
"Graduation","Married",0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,"IND",67445,50
"Graduation","Married",0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,"AUS",67445,50
"PhD","Married",1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,"SP",36778,56
"Graduation","Together",1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,"SP",39453,41
"PhD","Together",1,0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,"SA",42731,55
"PhD","Single",0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,"CA",40760,59
"PhD","Married",0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,1,0,"SP",69969,59
"Graduation","Single",0,0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,"CA",80317,69
"Master","Together",0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,"SP",66636,67
"Master","Married",0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,"SP",54730,49
"Master","Divorced",1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,"IND",42835,53
"Master","Married",0,1,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0,"SA",53843,59
"Graduation","Married",0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,"SP",79530,64
"Master","Divorced",0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,"SA",63841,56
"Master","Divorced",0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,"SP",63841,56
"Master","Divorced",0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,"AUS",63841,56
"Master","Married",1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,"SP",27100,41
"Master","Married",1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,"GER",27100,41
"Master","Single",0,0,64,960,0,883,50,38,0,1,5,6,8,3,0,0,0,1,0,1,0,"CA",72309,48
"Graduation","Single",1,1,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,"SA",50664,65
"Basic","Single",1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,"SP",20194,45
"PhD","Married",0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,"AUS",76618,49
"PhD","Married",1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,"SP",45207,50
"Graduation","Married",1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,"SP",56721,52
"Graduation","Widow",0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,1,0,"SA",27038,58
"Graduation","Single",1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,"SP",23763,47
"Graduation","Married",1,1,65,39,1,16,2,0,3,4,3,0,3,8,0,0,0,0,0,0,0,"IND",37085,49
"Master","Married",0,0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,"CA",49605,58
"Graduation","Divorced",0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,"SP",1730,53
"Graduation","Single",0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,"US",34824,29
"Graduation","Single",0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,"SP",34824,29
"Master","Married",0,0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0,"CA",63206,50
"Graduation","Divorced",1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,"AUS",26759,52
"PhD","Divorced",1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,"CA",55412,48
"Graduation","Together",2,1,65,4,0,2,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,"CA",33590,50
"Graduation","Married",1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,"SP",70886,53
"Graduation","Single",0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,"SP",72679,55
"Master","Married",0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,0,1,"SP",65073,81
"Graduation","Married",1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,"SP",44300,59
"Master","Together",0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,"CA",56129,71
"Master","Together",0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,"SP",56129,71
"Graduation","Together",1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,"SA",38590,53
"2n Cycle","Together",1,1,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0,"IND",53083,66
"2n Cycle","Single",0,0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,"SP",79689,48
"Graduation","Single",0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,"CA",34704,58
"Graduation","Married",1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,"SP",65316,62
"PhD","Married",1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,"SP",41014,46
"Graduation","Together",0,1,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,"IND",19740,64
"Basic","Together",1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,"SP",23724,45
"PhD","Married",0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,"SP",55212,55
"PhD","Married",0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,"SP",55212,55
"Graduation","Widow",0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,1,0,"SP",79800,69
"Graduation","Divorced",0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,"SA",70647,57
"PhD","Married",0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,1,0,"CA",38410,50
"Graduation","Single",0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,"SP",28071,44
"Graduation","Single",0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,"SP",54803,55
"Graduation","Single",0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,"SP",74293,31
"Graduation","Single",0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,"SA",74293,31
"2n Cycle","Married",1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,"SP",35684,40
"PhD","Together",1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,"SA",34320,38
"Graduation","Single",1,1,66,23,4,10,0,2,15,1,1,0,3,4,0,0,0,0,0,0,0,"CA",41967,43
"Master","Married",0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,"CA",49681,48
"Master","Married",0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,"SA",49681,48
"Graduation","Together",1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,"SP",53187,54
"Graduation","Together",0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,"SP",86610,73
"Graduation","Married",0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,"SA",70951,39
"Graduation","Single",1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,"SP",24206,54
"Graduation","Married",2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,"IND",55357,39
"Graduation","Married",0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,0,1,"SP",58113,65
"PhD","Married",0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,1,0,"SP",70643,40
"PhD","Married",1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,"SP",64355,39
"Master","Together",0,0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,"SA",82576,65
"PhD","Single",1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,"SP",41644,52
"Graduation","Married",0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,"SP",72570,40
"Graduation","Divorced",1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,"SP",30630,59
"Master","Single",1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,"SP",22944,43
"PhD","Divorced",0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,1,0,"SP",86979,53
"PhD","Together",0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,"SA",82072,54
"Master","Divorced",1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,"SP",52034,51
"Graduation","Single",0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,"SA",72354,31
"Graduation","Together",1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,"SP",28427,41
"Graduation","Together",1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,"IND",28427,41
"Master","Single",1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,1,0,"SA",39858,55
"Master","Married",0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,"SP",67381,73
"Basic","Single",0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,"SP",23529,59
"Graduation","Married",1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,"SP",51479,57
"Graduation","Married",0,1,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,0,"GER",76068,49
"Graduation","Single",0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,"CA",22507,70
"Graduation","Single",1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,"SP",52413,40
"Graduation","Together",1,1,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,0,"GER",50116,67
"Graduation","Single",0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,"SP",76624,62
"Graduation","Together",1,1,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,0,"GER",34587,71
"PhD","Single",0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,"US",62159,78
"Graduation","Single",0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,"SP",66294,59
"PhD","Together",1,1,68,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,0,0,"US",5648,74
"Graduation","Together",1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,"SP",37235,40
"Graduation","Widow",0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,1,0,"SP",85620,60
"Graduation","Together",1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,"SA",23976,40
"Master","Single",0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,"CA",41020,37
"Graduation","Single",1,0,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,0,0,"SA",36108,40
"Master","Divorced",0,1,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,0,"IND",57530,73
"2n Cycle","Married",0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,"SP",62905,60
"PhD","Married",0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,"CA",65846,79
"Graduation","Married",1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,"CA",34380,47
"Graduation","Divorced",0,1,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,"SP",41638,60
"Graduation","Together",0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,"SP",63207,32
"Graduation","Together",0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,"SP",28320,74
"Graduation","Married",0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,"SP",43140,67
"Graduation","Married",0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,"SP",52531,53
"Graduation","Divorced",1,0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,"GER",40246,47
"Graduation","Together",1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,1,0,"SP",35196,40
"Graduation","Together",1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,"SP",35196,40
"Graduation","Single",0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,"SP",70596,39
"Graduation","Single",0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,"SP",70596,39
"PhD","Single",0,1,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,"SA",52597,62
"Master","Single",1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,"GER",42394,52
"Graduation","Single",0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,"SP",81657,55
"PhD","Married",1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,"SP",49154,64
"Graduation","Together",1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,"SP",34074,72
"Master","Divorced",0,0,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,0,0,"SA",70638,69
"Graduation","Married",1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,"US",38136,46
"Graduation","Married",0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,"AUS",67432,51
"Graduation","Together",0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,"US",40689,73
"Graduation","Together",0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,"SP",40689,73
"Graduation","Single",0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,1,0,"CA",101970,41
"PhD","Married",0,1,69,516,0,21,0,0,5,4,8,2,7,8,0,1,0,0,0,0,0,"CA",44325,52
"PhD","Married",0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,"SP",61467,76
"Graduation","Married",1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,"SP",48178,49
"Basic","Married",1,0,69,1,3,2,20,30,47,3,2,1,2,8,0,0,0,0,0,0,0,"CA",16005,44
"Graduation","Married",0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,"GER",79593,51
"Graduation","Married",0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,"SP",79593,51
"Graduation","Married",0,1,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,"SP",61180,65
"Graduation","Single",1,0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0,"SP",64449,35
"Graduation","Married",0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,"SP",77437,61
"Graduation","Married",1,0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,"US",17649,48
"Graduation","Together",0,1,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,0,"SA",53103,70
"Graduation","Together",0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,"SP",71819,53
"Master","Divorced",0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,"SP",74290,53
"Graduation","Single",0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,1,0,"SP",72282,73
"Master","Together",0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,"SP",47352,73
"Master","Together",0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,"AUS",47352,73
"Graduation","Single",0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,"CA",46524,63
"Graduation","Together",1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,"SP",50200,48
"Graduation","Married",0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,"SP",18222,34
"PhD","Married",0,1,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,"AUS",77610,72
"PhD","Married",1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,1,0,"SA",38097,54
"PhD","Married",1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,"SA",44377,56
"Graduation","Single",0,0,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,0,"SA",58684,43
"Graduation","Married",1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,"SP",66480,59
"Graduation","Divorced",0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,"SP",49638,72
"PhD","Together",0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,"SP",50616,74
"PhD","Divorced",1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,"SP",26642,57
"Graduation","Together",1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,"SP",33235,38
